No | KKKS | NDP | Tender Title | Expected Invitation Date | Currency | Estimated Value | Minimum TKDN
728 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-N00001 | Electrical Submersible Pump (ESP) Equipment Rental and Services | Mei 2026 | IDR | 100000000000 | 75
729 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-N00002 | Plungger Lift Equipment Rental and Services | Mei 2026 | IDR | 20000000000 | 75
730 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-N00003 | Real Time Unit (RTU) Equipment Rental and Services | Mei 2026 | IDR | 35000000000 | 45
731 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-N00004 | Nitrogen Portable Equipment Rental and Services | Mei 2026 | IDR | 30000000000 | 45
732 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-N00005 | Diatomaceous Earth Filtering Equipment and Services | Juli 2026 | IDR | 35000000000 | 80
733 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-N00006 | Downhole Pressure and Temperature Electronic Memory Recorders, Slickline Equipment and Services | Maret 2026 | IDR | 25000000000 | 65
734 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-N00007 | Sucker Rod Pump, Hydraulic Pumping Unit Equipment Rental & Services | Oktober 2026 | IDR | 45000000000 | 80
735 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-N00008 | Downhole Pressure and Temperature Electronic Memory Recorders, Slickline Equipment and Services | November 2026 | IDR | 45000000000 | 65
736 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-N00009 | Enzyme Based Stimulation Equipment and Sevices | Februari 2026 | IDR | 15000000000 | 50
737 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-O00001 | Personal Protective Equipment Materials | Maret 2026 | IDR | 7990450644 | 25
738 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-O00005 | Major Inspection of Gas Turbine Generator Hitachi H25 Tag. No. 690-GTG-101A and Tag. No. 690-GTG- 101C | Mei 2026 | IDR | 13976121108 | 75
739 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-O00006 | Handling and Disposal Oily Sludge and Oil Contaminated Soil at NG-Sluge Pond | Maret 2026 | IDR | 26992458538 | 75
740 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-O00007 | CSR Program : Development Access Road Serdang - Sei Gebar - Simp Parit Deli, | Januari 2026 | IDR | 26001000000 | 75
741 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-O00008 | CSR Program : Development Concrete Access Road Block D toward Boundary Kec. Mendahara Ilir, Kab. Tanjung Jabung Timur (Phase 4) | April 2026 | IDR | 38103280899 | 50
742 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-O00009 | Emergency Response Team Service | Februari 2026 | IDR | 29750842097 | 75
743 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-H00001 | Jakarta Office Technical Labor Support | Februari 2026 | IDR | 42005768425 | 90
744 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-H00002 | Jakarta Office Non- Technical Labor Support | Februari 2026 | IDR | 31741123980 | 90
745 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-H00003 | Jakarta Office Technical Labor Support | Januari 2026 | IDR | 9170169043 | 90
746 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-B00001 | WB NAG Compressor Rental | Januari 2026 | USD | 2424249 | 80
747 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-B00002 | Blanket Contract of Project Management Services | Maret 2026 | IDR | 63008318950 | 90
748 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-B00003 | Blanket Engineering Services | Maret 2026 | IDR | 27685728954 | 80
749 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-B00004 | Gemah #12 Flowline & Trunkline Construction | Maret 2026 | IDR | 18965925000 | 31
750 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-B00005 | Gemah 76 Flowline & Trunkline Construction | April 2026 | IDR | 25614008310 | 31
751 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-B00006 | NEB-103 Flowline & Trunkline Construction | April 2026 | IDR | 28939069830 | 31
752 | PETROCHINA INTERNATIO | A046-26-A-X00003 | Nodal Analysis (PIPESIM) Software Maintenance | Agustus 2026 | IDR | 6888454650 | 5
753 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00004 | CMG Software Maintenance | Juli 2026 | IDR | 5333328000 | 5
754 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-25-B-X00007 | Integrated Geomechanic and Geological Modeling to Updated NEB Base Fracture Characterization and Reservoar Evaluation Study | Januari 2026 | IDR | 6594934500 | 75
755 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-25-B-O00035 | CSR Program : Development Concrete Access Road Block D toward Boundary Kec. Mendahara Ilir, Kab. Tanjung Jabung Timur (Phase 3) | Januari 2026 | IDR | 16603125000 | 75
756 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-M00001 | Integrated Freight Forwarding | Februari 2026 | IDR | 29624593552 | 55
757 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-M00003 | Purchase Oil Lubricant | Januari 2026 | IDR | 45092314736 | 35
758 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-M00004 | Purchase Fuel | Januari 2026 | IDR | 74800000000 | 95
759 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-D00001 | Drilling Manpower Services | Mei 2026 | IDR | 25206385078 | 90
760 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-D00002 | Inspection, Testing, Supply, Maintenance and Re-Installation Services of Wellhead and Christmas Tree | Maret 2026 | IDR | 49687133804 | 40
761 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00001 | Forecast SE and Reservoir SE Software Maintenance | Juli 2026 | IDR | 4378777425 | 5
762 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00002 | RE Seat Bundle (Intersect) Software Maintenance | Agustus 2026 | IDR | 5123804400 | 5
763 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-I00004 | JABUNG ESS MIGRATION | Februari 2026 | IDR | 23814381165 | 25
764 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-S00001 | Mercury Analyzer | Juni 2026 | IDR | 8553919770 | 35
765 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00005 | Petrel Fracture Analysis and Petrel RE Core (Additional License) | Januari 2026 | IDR | 12732771150 | 0
766 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00006 | Facimage software subscription | Maret 2026 | IDR | 1946792925 | 0
767 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00007 | PaleoScan Software Purchase | Maret 2026 | IDR | 5826441060 | 0
768 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00008 | Udomore Platform Software Purchase | Maret 2026 | IDR | 3131865000 | 0
769 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00009 | Prodview and Wellview software subscription | Januari 2026 | IDR | 8824477500 | 0
770 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00010 | Plug-in License Modules for Geophysical Software Paradise | Maret 2026 | IDR | 4578750000 | 0
771 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00011 | RE Studio Pre Processing Simulation Works Software Purchase | Maret 2026 | IDR | 2243587500 | 0
772 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00012 | Software ArcGIS ENTERPRISE for Implementation Spektrum IOG 4.0 | Februari 2026 | IDR | 1956111832 | 0
773 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00013 | Subsurface Data Management Software Purchase | Maret 2026 | IDR | 6714095850 | 0
774 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00014 | Data Management G&G using existing Petrel Studio Implementation | Maret 2026 | IDR | 1556775000 | 75
775 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-X00015 | IHS Kingdom Software Maintenance | November 2026 | IDR | 7018852091 | 5
776 | PETROCHINA INTERNATIO | A046-26-A-X00016 | Harmony Enterprise and and Depth Conversion and | Desember 2026 | IDR | 3837591606 | 5
777 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-K00001 | 3D Seismic Reprocessing of Exploitation Area | Februari 2026 | IDR | 48987323963 | 60
778 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-K00002 | National Quality Control Services of 3D Seismic Reprocessing for Exploitation Area (Phase-1) | Februari 2026 | IDR | 1769598653 | 90
779 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-K00003 | Pore Pressure and In- situ Stress Analysis Study | Februari 2026 | IDR | 4416212700 | 90
780 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-K00004 | Integrated Petrophysics and 1D Geomechanics analysis study of Low- Quality Reservoirs in NEB, WB, SB, PANEN Fields and NG-2 Well | Februari 2026 | IDR | 11148673500 | 90
781 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-I00001 | Rental Printer MFP Services for 36 Months | Mei 2026 | IDR | 13364670000 | 55
782 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-M00002 | Purchase Fuel | Maret 2026 | IDR | 1900000000000 | 95
783 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-O00004 | Crude oil vacuum tank truck rental services. | April 2026 | IDR | 112048700000 | 80
784 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-25-B-D00008 | 2-7/8" OD Tubing High Grade Premium Connection and Accessories | Januari 2026 | IDR | 139985743730 | 25
785 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-25-B-O00034 | Purchase Spare Part for Major Inspection of Gas Turbine Generator Hitachi H25 Tag. No. 690-GTG-101A and Tag. No. 690-GTG- 101C | Januari 2026 | USD | 20263978 | 0
786 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-G00001 | Implant Travel Agent and Business Event Services | Juli 2026 | IDR | 84414519028 | 55
787 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-B00008 | BGP LLP Pipeline | April 2026 | IDR | 387182730000 | 20
788 | PETROCHINA | A046-26-A-B00009 | EPCC Facility of BGP LLP Compressors | April 2026 | IDR | 819368059950 | 35
789 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-B00010 | EPC Panen Station | April 2026 | USD | 22366323 | 55
790 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-B00011 | BGP LLP Motor Driven Compressor Purchase | April 2026 | IDR | 796950000000 | 25
791 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-O00002 | Major Inspection of Gas Turbine Generator Hitachi H25 Tag. No. 690-GTG-101A and Tag. No. 690-GTG- 101C | Mei 2026 | IDR | 13976121108 | 75
792 | PETROCHINA INTERNATIO NAL JABUNG LTD. | A046-26-A-O00003 | Handling and Disposal Oily Sludge and Oil Contaminated Soil at NG-Sluge Pond | Maret 2026 | IDR | 26992458538 | 75
793 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-200023 | PROVISION OF FIXED WING BRIDGING (Sharing with Star Energy) | Maret 2026 | USD | 5000000 | 48
794 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-200024 | PROVISION OF FIXED WING (Sharing with Star Energy) | Juli 2026 | USD | 15000000 | 48
795 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-200025 | Provision of 3rd Vessel (3 Years) | April 2026 | USD | 7100000 | 85
796 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-300009 | PROVISION OF SUBSEA IMR FOR DIVING, ROV, AND VESSEL SUPPORT SERVICES | Juni 2026 | USD | 18500000 | 55
797 | PREMIER OIL NATUNA SEA B.V. | A049-24-A-200018 | Provision of Supply Vessel Boat (V-1) | Januari 2026 | USD | 8376000 | 85
798 | PREMIER OIL NATUNA SEA B.V. | A049-25-B-100049 | Provision of Jack Up Drilling Rig and Associated Services | Maret 2026 | USD | 18000000 | 30
799 | PREMIER OIL NATUNA SEA B.V. | A049-25-B-200043 | Provision of Short Term Helicopter Charter Services | Januari 2026 | USD | 16713592 | 50
800 | PREMIER OIL NATUNA SEA B.V. | A049-25-B-200045 | Provision of Helicopter Charter Services | Januari 2026 | USD | 25604344 | 65
801 | PREMIER OIL NATUNA SEA B.V. | A049-25-B-200047 | Provision of 1 Unit Operations Support Vessel AHTS 5150- 5000 BHP | Januari 2026 | USD | 7029200 | 85
802 | PREMIER OIL | A049-25-A-100029 | Provision of Slickline Services | Januari 2026 | USD | 3233973 | 70
803 | PREMIER OIL NATUNA SEA B.V. | A049-25-A-300009 | PRVOVISION OF ALLEN BRADLEY MAINTENANCE | Januari 2026 | IDR | 9000000000 | 55
804 | PREMIER OIL NATUNA SEA B.V. | A049-25-A-300032 | Provision of FPSO Dual Class BKI ABS | Januari 2026 | IDR | 10460000000 | 80
805 | PREMIER OIL NATUNA SEA B.V. | A049-25-A-300036 | Provision of FPSO ICCP Retrofit | Januari 2026 | IDR | 10335516700 | 35
806 | PREMIER OIL NATUNA SEA B.V. | A049-25-A-600026 | PROVISION OF OFFICE SUPPORT SERVICES | Januari 2026 | IDR | 9000000000 | 90
807 | PREMIER OIL NATUNA SEA B.V. | A049-25-A-600027 | PROVISION OF OFFICE SUPPLY | Januari 2026 | IDR | 7000000000 | 60
808 | PREMIER OIL NATUNA SEA B.V. | A049-25-B-100044 | Provision of Subsea Wellhead, X-Mas Tree, and Services | Januari 2026 | USD | 2320538 | 10
809 | PREMIER OIL NATUNA SEA B.V. | A049-25-B-100048 | Provision of Drilling AHTS Charter Services | Januari 2026 | USD | 2510000 | 85
810 | PREMIER OIL NATUNA SEA B.V. | A049-25-B-300042 | Provision of Valve Refurbishment Services | Januari 2026 | IDR | 8238035507 | 55
811 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-100001 | Provision of Wireline Logging and Perforation Services | Februari 2026 | USD | 2983875 | 55
812 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-100002 | Provision of Mudlogging Services | Februari 2026 | USD | 750000 | 55
813 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-100003 | Provision of Workstring Rental | Februari 2026 | USD | 850000 | 35
814 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-100004 | Provision of Drilling Fluid Services | Februari 2026 | USD | 3000000 | 35
815 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-100005 | Provision of DD MWD LWD Services | Februari 2026 | USD | 3000000 | 45
816 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-100007 | Provision of Sand Monitoring and Sand Sampling | Agustus 2026 | USD | 500000 | 0
817 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-300010 | PROVISION OF COMPRESSOR MODULE FOR AGX GTC-2700 | November 2026 | USD | 4500000 | 0
818 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-300011 | Provision of Subsea Control Systems (SCS) Engineering Services and Modification | Juli 2026 | USD | 850000 | 5
819 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-500016 | PRICE AGREEMENT DET-TRONIC | Juni 2026 | USD | 710142 | 0
820 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-600013 | PROVISION OF PRODUCTION SUPPORT SERVICES | Desember 2026 | IDR | 40759134144 | 85
821 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-700014 | Provision of Integrated Medical Services | September 2026 | IDR | 41000000000 | 80
822 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-800017 | Provision of Manage Communication Link Services | Agustus 2026 | IDR | 8000000000 | 80
823 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-800018 | Provision of Tnavigator License | Mei 2026 | USD | 800000 | 5
824 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-800019 | Provision of Offshore Communication Link | Agustus 2026 | IDR | 20000000000 | 80
825 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-800020 | Provision of EUC (End User Computing) Manage Services | April 2026 | IDR | 17000000000 | 75
826 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-800021 | Provision of Petrel License | Mei 2026 | USD | 600000 | 5
827 | PREMIER OIL NATUNA SEA B.V. | A049-26-A-800022 | Provision of Manage Data Center Equipment Services | Mei 2026 | IDR | 18000000000 | 75
828 | STAR ENERGY (KAKAP) LTD. | A052-26-A-000001 | Provision of Slickline & GLPO Services | April 2026 | IDR | 12206700000 | 75
829 | STAR ENERGY (KAKAP) LTD. | A052-26-A-000002 | Provision of Medical Administration Services Only (ASO) | Februari 2026 | IDR | 16004087500 | 75
830 | STAR ENERGY (KAKAP) LTD. | A052-26-A-000003 | Catering & Housekeeping Service at Kakap Field. | Februari 2026 | IDR | 42637503217 | 95
831 | STAR ENERGY (KAKAP) LTD. | A052-26-A-000004 | KF-KN Pipeline cleaning flow assurance | Februari 2026 | IDR | 8035549500 | 75
832 | STAR ENERGY (KAKAP) LTD. | A052-26-A-000005 | Blanket Order Provision of Fabrication, Installation and Material Supply at Kakap Field | Maret 2026 | IDR | 31405000000 | 70
833 | STAR ENERGY (KAKAP) LTD. | A052-26-A-000006 | Pembelian Solar Turbine Part | Februari 2026 | IDR | 8357398500 | 40
834 | STAR ENERGY (KAKAP) LTD. | A052-26-A-000010 | Provision of Helicopter Long Term Charter Services | Januari 2026 | USD | 21345533 | 65
835 | PERTAMINA EP CEPU | A055-26-A-530001 | Pengadaan Bakar Minyak (BBM) | Juli 2026 | IDR | 106828467869 | 55
836 | PERTAMINA EP CEPU | A055-26-A-530033 | Jasa Sewa Gedung Perkantoran | April 2026 | IDR | 118925448744 | 90
837 | PERTAMINA EP CEPU | A055-26-A-120043 | Pengadaan Jasa Pemeliharaan Peralatan Mekanik | April 2026 | IDR | 54398070566 | 65
838 | PERTAMINA EP CEPU | A055-26-A-120044 | Pengadaan Jasa Pendukung Pemeliharaan dan Operasi | Maret 2026 | IDR | 64973157764 | 75
839 | PERTAMINA EP CEPU | A055-26-A-120045 | Pengadaan Jasa Pemeliharaan Field Instrument, Integrated Control & Safety System (ICSS), Fire & Gas Detection and Suppression | April 2026 | IDR | 72978616591 | 60
840 | PERTAMINA EP CEPU | A055-26-A-120046 | Pengadaan Jasa Analyzer And Metering System Repair & Service | April 2026 | IDR | 64342302000 | 60
841 | PERTAMINA EP CEPU | A055-26-A-120047 | Pengadaan Jasa Pembangunan Warehouse Operation Non Chemical | September 2026 | IDR | 37640247376 | 40
842 | PERTAMINA EP CEPU | A055-26-A-120048 | Pengadaan Control Valve 221-PV9001-01B | Mei 2026 | IDR | 11401719000 | 0
843 | PERTAMINA EP CEPU | A055-26-A-120049 | Pengadaan Jasa Pengelolaan Bahan Kimia pada Proses Pengolahan Air dan Gas di Lapangan Gas Jambaran Tiung Biru | Mei 2026 | IDR | 41842152475 | 30
844 | PERTAMINA EP CEPU | A055-26-A-120050 | Pengadaan Jasa Pelaksanaan Tenaga Kerja Emergency Response Team | Mei 2026 | IDR | 18008445801 | 75
845 | PERTAMINA EP CEPU | A055-26-A-120051 | Penyediaan Gas untuk Kebutuhan Initial Gas Start-Up di Lapangan Gas Jambaran Tiung Biru | Mei 2026 | USD | 1729650 | 0
846 | PERTAMINA EP CEPU | A055-26-A-120081 | Pengadaan Jasa Engineering Service | April 2026 | IDR | 44777850625 | 85
847 | PERTAMINA EP CEPU | A055-26-A-530088 | Provision of Event Organizer Services for Corporate Event Management (Call Off Order) | Maret 2026 | IDR | 72316561692 | 60
848 | PERTAMINA EP CEPU | A055-26-A-530103 | Penyediaan KRP (Kendaraan Ringan Penumpang) untuk Alokasi Jabatan di Lingkungan PT Pertamina EP Cepu | Mei 2026 | IDR | 16031866586 | 80
849 | PERTAMINA EP CEPU | A055-25-A-530020 | Jasa Safety Assessment & | Februari 2026 | IDR | 8893396783 | 70
850 | PERTAMINA EP CEPU | A055-25-B-120278 | Pengadaan Spare Cartridge Propylene Compressor Lapangan Jambaran Tiung Biru | Mei 2026 | USD | 3975000 | 0
851 | PERTAMINA EP CEPU | A055-26-A-120042 | Pengadaan Jasa Maintenance Service Electrical Equipment | April 2026 | IDR | 54998415522 | 75
852 | PERTAMINA HULU MAHAKAM | A066-24-A-080090 | Engineering, Procurement, Supply, Construction and Commissioning for SN- B LLP & SMK LLP | Maret 2026 | USD | 25000000 | 55
853 | PERTAMINA HULU MAHAKAM | A066-24-A-080091 | Engineering, Procurement, Supply, Construction and Commissioning for Peciko 8C | Maret 2026 | USD | 25000000 | 55
854 | PERTAMINA HULU MAHAKAM | A066-23-B-L30006 | TFC CASING DAN TUBING HIGH GRADE CHROMIUM PREMIUM CONNECTION | Maret 2026 | USD | 43000000 | 25
855 | PERTAMINA HULU MAHAKAM | A066-23-B-L30008 | TFC CASING HIGH GRADE & PREMIUM CONNECTION | Maret 2026 | USD | 127500000 | 25
856 | PERTAMINA HULU MAHAKAM | A066-23-B-L30022 | TFC TUBING | Maret 2026 | USD | 33400000 | 40
857 | PERTAMINA HULU MAHAKAM | A066-25-B-080250 | Provision of EKD & MPD | Februari 2026 | USD | 14804672 | 55
858 | PERTAMINA HULU MAHAKAM | A066-25-A-080275 | Provision of Fishing, Milling, Reaming, Whipstock and Special Downhole Tool Services | Juni 2026 | USD | 12380444 | 55
859 | PERTAMINA HULU MAHAKAM | A066-25-A-080288 | Provision of Hydraulic Hammer Services | Februari 2026 | USD | 8386924 | 70
860 | PERTAMINA HULU MAHAKAM | A066-26-A-080001 | THE ENGINEERING, PROCUREMENT, SUPPLY, CONSTRUCTION AND COMMISIONING OF BEKAPAI ARTIFICIAL LIFT PHASE 2 - TOPSIDE MODIFICATION | April 2026 | USD | 12000000 | 65
861 | PERTAMINA HULU MAHAKAM | A066-26-A-080003 | Provision of Portable Coiled Tubing Services | April 2026 | USD | 37949974 | 40
862 | PERTAMINA HULU MAHAKAM | A066-26-A-080004 | Provision Of Well Testing Barges Completed with Hydrocyclone | April 2026 | USD | 23892800 | 55
863 | PERTAMINA HULU MAHAKAM | A066-26-A-080002 | THE ENGINEERING, PROCUREMENT, SUPPLY, CONSTRUCTION AND COMMISIONING OF BEKAPAI ARTIFICIAL LIFT PHASE 2 - PIPELINE INSTALLATION | April 2026 | USD | 13000000 | 65
864 | PERTAMINA HULU MAHAKAM | A066-26-A-080055 | Inline Inspection Services | Juni 2026 | USD | 12500000 | 50
865 | PERTAMINA HULU MAHAKAM | A066-26-A-L08001 | Provision of Swamp Barge Rig No.1 | Juni 2026 | USD | 69779955 | 55
866 | PERTAMINA HULU MAHAKAM | A066-26-A-L08003 | Provisional of Electrical Logging and Perforation Services | April 2026 | USD | 37159593 | 65
867 | PERTAMINA HULU MAHAKAM | A066-24-B-080403 | Provision of Cementing Offshore | April 2026 | USD | 55000000 | 55
868 | PERTAMINA HULU MAHAKAM | A066-25-A-080005 | Provision of Downhole Conveyance Services | Februari 2026 | USD | 25673869 | 45
869 | PERTAMINA HULU MAHAKAM | A066-25-A-080012 | Provision of Slickline Boat with Accommodation and Associated Services for Swamp Operation (4 Package) | Februari 2026 | USD | 37698754 | 85
870 | PERTAMINA HULU MAHAKAM | A066-25-A-080040 | Pengadaan Jasa Kapal Small Marine Support WLI | April 2026 | IDR | 122628304500 | 85
871 | PERTAMINA HULU MAHAKAM | A066-25-A-080044 | Pengadaan Jasa Kapal AHTS ZCD | April 2026 | IDR | 172181600000 | 85
872 | PERTAMINA HULU MAHAKAM | A066-25-A-080048 | Pengadaan Jasa Crew Boat 40 Pax | Mei 2026 | IDR | 88390500000 | 85
873 | PERTAMINA HULU MAHAKAM | A066-25-A-080049 | Pengadaan Jasa Crew Boat 40 Pax & Patrol Boat | Juni 2026 | IDR | 160870600000 | 85
874 | PERTAMINA HULU MAHAKAM | A066-25-A-080065 | Provision of Sand Control Stimulation Pumping Services | Februari 2026 | USD | 22000000 | 55
875 | PERTAMINA HULU MAHAKAM | A066-25-A-080115 | Provision of Cementing Swamp | April 2026 | USD | 64876633 | 55
876 | PERTAMINA HULU MAHAKAM | A066-25-A-080116 | Provision of DD/MWD/LWD Swamp | Juli 2026 | USD | 86382710 | 35
877 | PERTAMINA HULU MAHAKAM | A066-25-A-080117 | Provision of Drilling Fluids for Swamp | April 2026 | USD | 61665572 | 55
878 | PERTAMINA HULU MAHAKAM | A066-25-A-080118 | Provision of Drilling Fluids for Offshore | April 2026 | USD | 90002871 | 55
879 | PERTAMINA HULU MAHAKAM | A066-25-A-080136 | Jasa Katering, Pembersihan dan Akomodasi untuk Area Utara | April 2026 | IDR | 328043969255 | 70
880 | PERTAMINA HULU MAHAKAM | A066-26-A-080095 | Machine Learning Handil Main Zone (stage 2) | April 2026 | USD | 833000 | 25
881 | PERTAMINA HULU MAHAKAM | A066-26-A-080052 | Suku Cadang Global | Juni 2026 | USD | 1200000 | 0
882 | PERTAMINA HULU MAHAKAM | A066-26-A-080097 | Provision of Mud Logging Services | Maret 2026 | USD | 4822410 | 65
883 | PERTAMINA HULU MAHAKAM | A066-26-A-080022 | Provision of Drilling Fluids for Swamp Operations | April 2026 | USD | 4659731 | 55
884 | PERTAMINA HULU MAHAKAM | A066-26-A-080049 | Overhaul HS Part & Combustor GE LM2500+ SAC SN: 641-218 | April 2026 | USD | 1524000 | 0
885 | PERTAMINA HULU MAHAKAM | A066-26-A-080058 | SPU LP Compressor Controller Retrofit | April 2026 | USD | 3240000 | 5
886 | PERTAMINA HULU MAHAKAM | A066-26-A-080005 | PO-102A - Provision of Actuated Valve for Bekapai Artificial Lift Phase-2 | Februari 2026 | IDR | 14500000000 | 10
887 | PERTAMINA HULU MAHAKAM | A066-26-A-080006 | PO-102B - Provision of Manual Ball Valve for Bekapai Artificial Lift Phase-2 | Februari 2026 | IDR | 15500000000 | 25
888 | PERTAMINA HULU MAHAKAM | A066-26-A-080007 | PO-103 - Provision of Pressure Vessel (Pig Launcher & Receiver, Scrubber) for Bekapai Artificial Lift Phase-2 | Februari 2026 | IDR | 10200000000 | 10
889 | PERTAMINA HULU MAHAKAM | A066-26-A-080019 | POMA Pipeline Maintenance Services | April 2026 | IDR | 47889405424 | 75
890 | PERTAMINA HULU MAHAKAM | A066-26-A-080020 | POMA General Services | April 2026 | IDR | 48719860437 | 80
891 | PERTAMINA HULU MAHAKAM | A066-26-A-080015 | Mahakam Various Pneumatic, Hydraulic, Electrical And Control System Modification Work | Januari 2026 | USD | 4500000 | 35
892 | PERTAMINA HULU MAHAKAM | A066-26-A-080018 | Provision of Work Barge for Lifting Works at Swamp Area | April 2026 | IDR | 72000000000 | 80
893 | PERTAMINA HULU MAHAKAM | A066-26-A-080096 | Provision of Geosciences Support Services | April 2026 | IDR | 49609999890 | 90
894 | PERTAMINA HULU MAHAKAM | A066-25-A-080024 | Pipeline and Structure Small Maintenance | Januari 2026 | IDR | 40000000000 | 45
895 | PERTAMINA HULU MAHAKAM | A066-25-A-080025 | Advanced NII Services | Juni 2026 | IDR | 44382400000 | 85
896 | PERTAMINA HULU MAHAKAM | A066-25-A-080030 | Pengadaan Jasa Kapal Tug Boat C | April 2026 | IDR | 46908800000 | 85
897 | PERTAMINA HULU MAHAKAM | A066-25-A-080038 | Pengadaan Jasa Speed Boat | Maret 2026 | IDR | 46898100000 | 85
898 | PERTAMINA HULU MAHAKAM | A066-25-A-080045 | Pengadaan Jasa Kapal AHTS 150T | April 2026 | IDR | 38326800000 | 85
